,beer_style,abv,num_ratings,beer_style_group,prepped_words,month_added,year_added,Dominant_Topic,Topic_Perc_Contrib
511,Pilsner - German,5.2,744,Pilsner,"['pils', 'pilsner', 'carapils', 'saaz', 'hersbrucker', 'yeast', 'wlp']",4,2019,5.0,0.2339
512,Porter - Imperial / Double,7.0,550,Porter,"['weird', 'beard', 'went', 'back', 'old', 'school', 'taking', 'inspiation', 'original', 'porter', 'could', 'nt', 'stop', 'bring', 'little', 'weird', 'beard', 'jam', 'took', 'best', 'element', 'porter', 'dialled', 'added', 'generous', 'amount', 'el', 'dorado', 'summit', 'dropped', 'big', 'heavy', 'peat', 'mix', 'result', 'like', 'complex', 'bursting', 'full', 'peat', 'innovative', 'unique', 'namesake']",3,2017,1.0,0.2119
513,IPA - Triple,12.0,2982,IPA,"['triple', 'aged', 'cedar', 'wood', 'original', 'version', 'vintage']",1,2014,3.0,0.1969
514,Wheat Beer - American Pale Wheat,5.5,219,Wheat Beer,"['wheat', 'orange', 'lemon', 'peel', 'hopped', 'dry', 'hopped', 'mosiac', 'el', 'dorado']",10,2020,1.0,0.25
515,Red Ale - Irish,5.6,249,Red Ale,"['choice', 'recipe', 'combine', 'warming', 'quality', 'irish', 'red', 'acidic', 'twang', 'maraschino', 'cherry', 'lemon', 'zest', 'good', 'thing', 'combination', 'crystal', 'rye', 'roasted', 'deliver', 'gorgeous', 'deep', 'autumn', 'hue', 'anchoring', 'toasty', 'nutty', 'addition', 'fruit', 'nitro', 'pour', 'guide', 'old', 'endearing', 'pub', 'cocktail', 'bar', 'fell', 'swoop', 'zealand', 'waiiti', 'garner', 'citrus', 'party', 'elaborating', 'rich', 'yet', 'slightly', 'tart', 'palate', 'nose', 'conjure', 'imagery', 'warm', 'rye', 'loaf', 'lemon', 'butter', 'taste', 'bud', 'concur', 'mari', 'otter', 'munich', 'crystal', 'rye', 'aromatic', 'carfa', 'iii', 'chocolate', 'rye', 'perle', 'fuggles', 'waiiti']",4,2019,4.0,0.245
516,Grisette,4.8,425,Other,"['grisette', 'fermented', 'french', 'oak']",5,2019,3.0,0.2284
517,Extra Special / Strong Bitter,5.3,236,Other,"['strong', 'ruby', 'slightly', 'sweet', 'special', 'bitter', 'colour', 'ruby', 'malty', 'biscuity', 'taste', 'malty', 'slightly', 'sweet']",1,2012,4.0,0.2743
518,IPA - Imperial / Double,8.8,359,IPA,"['aiba', 'silver', 'medal', 'winner', 'gold', 'medal', 'winner', 'nd', 'consecutive', 'gold', 'medal', 'perth', 'royal', 'show', 'award', 'silver', 'nd', 'consecutive', 'medal', 'aiba', 'gold', 'perth', 'royal', 'show', 'award', 'gold', 'aiba', 'iipa', 'particular', 'boxusing', 'simple', 'bill', 'balanced', 'bitterness', 'well', 'integrated', 'grog', 'generous', 'lashing', 'chinook', 'columbus', 'citra', 'bridging', 'biggest', 'usa', 'ipas', 'west', 'west', 'coast', 'aspect', 'combining', 'juicy', 'fruit', 'dank', 'resinous', 'characteristic', 'drink', 'fresh']",2,2017,6.0,0.2735
519,Altbier,8.0,367,Other,"['took', 'traditional', 'altbier', 'turned', 'double', 'altbier', 'slightly', 'smokey']",8,2015,5.0,0.2086
520,Belgian Dubbel,6.8,232,Belgian,"['dandelion', 'burdock', 'dubbel']",12,2019,3.0,0.2034
521,IPA - Imperial / Double,8.0,667,IPA,"['cake', 'eater', 'citra', 'mosaic', 'ddh', 'oat', 'cream', 'double', 'th', 'instalment', 'cake', 'eater', 'series']",3,2020,1.0,0.2742
522,Stout - Irish Dry,8.1,547,Stout,"['imited', 'edition', 'released']",10,2014,3.0,0.1866
523,Stout - Foreign / Export,9.0,258,Stout,"['collaboration', 'good', 'friend', 'boundary', 'cooperative', 'belfast', 'export', 'version', 'export']",6,2018,2.0,0.2316
524,IPA - Sour,6.4,202,IPA,"['sweet', 'sour', 'bitter', 'newest', 'rendition', 'thundercloud', 'sour', 'cut', 'foggy', 'grey', 'sky', 'melbourne', 'winter', 'tropical', 'smooth', 'refreshing', 'coconut', 'juicy', 'mango']",7,2020,6.0,0.19
525,Australian Sparkling Ale,5.9,176,Other,"['ight', 'body', 'effervescent', 'clean', 'mild', 'profile', 'slightly', 'bitter', 'presence', 'little', 'mild', 'ester', 'contribution', 'evident', 'yeast', 'wouldshould', 'fly', 'f', 'day', 'hitting']",5,2016,5.0,0.2794
526,Winter Ale,4.8,910,Other,"['highest', 'gravity', 'offering', 'bitter', 'family', 'originating', 'draft', 'range', 'english', 'strong', 'bitter', 'work', 'well', 'choice', 'winter', 'warmer', 'richly', 'flavoured', 'bold', 'bitterness', 'medium', 'bodied', 'fruity', 'estery', 'idea', 'chilling', 'winter', 'evening', 'standing', 'log', 'fire', 'local']",5,2013,4.0,0.2743
527,Grisette,3.8,438,Other,"['fruited', 'table', 'frenchbelgian', 'tradition', 'refresh', 'end', 'long', 'day', 'hallertau', 'blanc', 'huell', 'melon', 'feature', 'dryhop', 'lay', 'foundation', 'melon', 'white', 'grape', 'crisp', 'mediumbodied', 'finished', 'addition', 'watermelon', 'conditioning', 'collaboration', 'fantastic', 'team', 'box', 'social']",8,2019,1.0,0.2
528,IPA - Black / Cascadian Dark Ale,6.8,12656,IPA,"['black', 'full', 'tropical', 'fruit', 'player', 'assertive', 'bitterness', 'roasted', 'featuring', 'citra']",12,2011,1.0,0.2019
529,Farmhouse Ale - Saison,7.0,1775,Farmhouse Ale,"['farmstead', 'dry', 'hopped', 'aged', 'wine', 'barrel', 'july', 'rel']",6,2016,3.0,0.2471
530,Smoked Beer,6.0,263,Other,"['brewdog', 'collabfest', 'last', 'thought', 'annual', 'festival', 'uk', 'collaboration', 'get', 'bigger', 'twelve', 'later', 'collabfest', 'set', 'return', 'third', 'running', 'bigger', 'better', 'ever', 'embrace', 'creativity', 'ingenuity', 'collabfest', 'case', 'hook', 'amazing', 'uk', 'bar', 'team', 'local', 'craft', 'give', 'blank', 'brewsheet', 'result', 'newlyfledged', 'partnership', 'brewdog', 'leeds', 'northern', 'monk', 'teamed', 'produce', 'professor', 'plum', 'smoked', 'plum', 'saison']",10,2015,2.0,0.4719
531,Pale Ale - New England,5.4,1999,Pale Ale,"['gabf', 'silver', 'medal', 'winner', 'hazy', 'citra', 'mosaic', 'el', 'dorado', 'perfect', 'crusher', 'feeling', 'like', 'something', 'lighter', 'side', 'still', 'big', 'juicy', 'taste', 'packed', 'soft', 'citrus', 'pack', 'punch', 'clean', 'easy', 'leaf', 'wanting', 'take', 'another', 'sip', 'another', 'another', 'plus', 'easy', 'itsy', 'name', 'game']",7,2018,1.0,0.2694
532,Stout - Imperial / Double Pastry,14.0,793,Stout,"['facepiece', 'swirling', 'vortex', 'liquid', 'elegance', 'born', 'meticulously', 'selected', 'modem', 'tone', 'aged', 'maple', 'barrel', 'modem', 'tone', 'aged', 'bourbon', 'barrel', 'mega', 'devil', 'teeth', 'aged', 'domestic', 'brandy', 'barrel', 'monster', 'park', 'aged', 'bourbon', 'barrel', 'peak', 'radness', 'introduced', 'ridiculous', 'amount', 'madagascar', 'vanilla', 'flaked', 'toasted', 'coconut', 'houseroasted', 'idea', 'machine', 'coffee', 'result', 'liquid', 'layer', 'cake', 'ton', 'coconut', 'followed', 'big', 'dark', 'chocolate', 'mocha']",9,2020,6.0,0.2767
533,Stout - Oyster,4.6,566,Stout,"['fresh', 'oyster', 'meat', 'shell', 'winner', 'gold', 'se', 'regional', 'camra', 'silver', 'national', 'winter', 'festival']",4,2014,6.0,0.2416
534,IPA - Triple New England,9.5,5997,IPA,"['england', 'triple', 'hazy', 'jane', 'awash', 'melee', 'soft', 'ripe', 'fruit', 'spanning', 'peach', 'mango', 'apricot', 'beneath', 'onslaught', 'juicy', 'low', 'background', 'bitterness', 'complemented', 'flash', 'light', 'resin', 'glimmering', 'pine', 'culminating', 'chorus', 'fullbodied', 'super', 'smooth']",11,2020,1.0,0.3361
535,Pilsner - German,4.8,309,Pilsner,"['pilsner', 'hopped', 'hallertau', 'mittlefruh', 'blanc', 'tattnang']",12,2020,5.0,0.2024
536,IPA - Imperial / Double,8.5,2300,IPA,"['savagely', 'bitter', 'exceptionally', 'dry', 'born', 'die', 'born', 'die', 'predetermined', 'day', 'proudly', 'display', 'shortlived', 'life', 'span', 'better', 'time', 'drink', 'moment', 'get', 'paw', 'incredibly', 'ambitious', 'satisfying', 'small', 'batch', 'awesome', 'bitterness', 'backed', 'unrelenting', 'resin', 'citrus', 'juicy', 'fruit', 'born', 'die', 'eulogy', 'sacrificed', 'creation']",7,2016,2.0,0.3602
537,IPA - Black / Cascadian Dark Ale,7.4,520,IPA,"['neapolitan', 'black', 'milkshake', 'inspired', 'space', 'ice', 'cream', 'strawberry', 'vanilla', 'bean', 'caconibs', 'make', 'creamy', 'delight', 'collaboration', 'hungernthirst', 'chrononaut', 'co']",4,2019,6.0,0.2438
538,Lager - American,4.2,3830,Lager,"['great', 'northern', 'designed', 'easy', 'going', 'lifestyle', 'mind', 'fruity', 'subtle', 'bitterness', 'crisp', 'palate', 'refreshingly', 'dry', 'enjoyed', 'time']",1,2017,2.0,0.2274
539,IPA - Milkshake,7.2,1921,IPA,"['vanilla', 'lactose', 'strawberry', 'orange', 'mosaic']",1,2020,6.0,0.1879
540,California Common,4.6,184,Other,"['fermented', 'slow', 'seven', 'day', 'lagered', 'week', 'cleanfinishing', 'yet', 'fulsome', 'bright', 'coppercoloured', 'lightly', 'sweet', 'balanced', 'firm', 'bitterness', 'topped', 'botanical', 'wood', 'herb']",4,2018,4.0,0.2467
541,IPA - Session / India Session Ale,4.8,742,IPA,"['fog', 'warning', 'session', 'neipa', 'fog', 'incredible', 'fruity', 'citrus', 'nelson', 'sauvin', 'hallertau', 'blanc', 'citra', 'appetizing', 'crushable', 'find', 'signaling', 'another', 'pint', 'ddh', 'session']",3,2018,1.0,0.2889
542,Stout - Pastry,9.0,769,Stout,"['chocpecan', 'mudcake', 'teamed', 'bucket', 'boy', 'jumping', 'pastry', 'bandwagon', 'delicious', 'concoction', 'contains', 'pecan', 'freshly', 'raosted', 'inhouse', 'cacao', 'vanilla', 'luscious', 'mouthfeel', 'named', 'honour', 'prolific', 'covactivity']",2,2020,6.0,0.2346
543,Pilsner - Other,4.4,275,Pilsner,"['italian', 'pils', 'pilsner', 'tappy', 'pils', 'lightly', 'dry', 'hopped', 'traditional', 'saphir', 'beautiful', 'noble', 'come', 'clean', 'bright', 'super', 'refreshing']",12,2020,5.0,0.266
544,IPA - Red,6.4,418,IPA,"['super', 'smooth', 'malty', 'rich', 'red', 'crafted', 'different', 'malted', 'barley', 'variety', 'spiced', 'heavily', 'simcoe', 'mosaic', 'kettle', 'hit', 'strong', 'dose', 'simcoe', 'post', 'fermentation']",12,2017,1.0,0.2381
545,Stout - Imperial / Double Milk,12.6,841,Stout,"['oated', 'sweet', 'aged', 'heaven', 'hill', 'bourbon', 'barrel', 'toasted', 'coconut', 'cacao', 'nib', 'vanilla', 'bean', 'almond']",2,2019,6.0,0.2465
546,Patersbier,4.2,805,Other,"['clear', 'bodied', 'bright', 'belgian', 'table', 'banana', 'candy', 'yeast']",12,2016,5.0,0.2261
547,Lager - IPL (India Pale Lager),4.9,151,Lager,"['refreshing', 'fizz', 'crispness', 'zinging', 'citrus', 'world', 'british', 'base', 'complexity']",11,2016,5.0,0.2015
548,Stout - American,5.8,1177,Stout,"['black', 'real', 'coffee', 'java', 'go', 'unique', 'process', 'involving', 'caramelizing', 'sugar', 'give', 'intense', 'caramel', 'vanilla']",8,2010,6.0,0.2346
549,Sour - Gose,5.7,638,Sour,"['mango', 'packed', 'kettle', 'sour', 'spiced', 'tajin', 'fruity', 'delicious']",2,2019,1.0,0.1954
550,IPA - New England,5.0,813,IPA,"['latest', 'prototype', 'england', 'dryhopped', 'variety', 'four', 'different', 'soft', 'juicy', 'spring', 'staple', 'big', 'mango', 'guava', 'passionfruit', 'wheat', 'oat', 'bulk', 'body', 'luscious', 'abundance', 'stone', 'fruit', 'carry', 'start']",5,2020,1.0,0.3181
551,Farmhouse Ale - Other,5.0,634,Farmhouse Ale,"['sour', 'farmhouse', 'w', 'basmati', 'rice', 'japanese', 'plum', 'fermented', 'w', 'koji', 'culture', 'collaboration', 'w', 'team', 'momofuku', 'culinary', 'lab', 'aged', 'oak', 'wine', 'barrel']",7,2019,3.0,0.2549
552,Sour - Berliner Weisse,4.0,311,Sour,"['dryhopped', 'berliner', 'weisse', 'amarillo']",2,2018,1.0,0.1914
553,Cider - Herbed / Spiced / Hopped,4.0,205,Cider,"['medium', 'cider', 'blended', 'spicy', 'ginger', 'tart', 'raspberry']",2,2015,3.0,0.2164
554,IPA - Milkshake,6.5,1238,IPA,"['double', 'vanilla', 'double', 'fun', 'simcoe', 'blended', 'citra', 'sit', 'creamy', 'vanilla', 'lactose']",1,2019,1.0,0.2022
555,Brown Ale - American,7.5,2413,Brown Ale,"['mashtag', 'epic', 'experiment', 'crowdsourcing', 'handed', 'key', 'craft', 'drinker', 'week', 'asked', 'guy', 'via', 'facebook', 'twitter', 'direct', 'element', 'decided', 'oak', 'chip', 'hazelnut', 'roasted', 'barley', 'caramalt', 'amber', 'nelson', 'sauvin', 'motueka', 'pacific', 'gem']",4,2013,2.0,0.2265
556,Golden Ale,4.0,394,Other,"['crystal', 'give', 'depth', 'golden', 'colour', 'subtle', 'distinct', 'golding', 'challenger', 'lend', 'sweet', 'spice', 'followed', 'defined', 'dry', 'yet', 'mellow', 'wonderfully', 'refreshing', 'top', 'seller']",5,2012,4.0,0.2754
557,Kellerbier / Zwickelbier,5.2,306,Other,"['awardwinning', 'paolozzi', 'freshest', 'form', 'full', 'rich', 'malty', 'creamy', 'like', 'drinking', 'straight', 'conditioning', 'tank']",4,2018,2.0,0.1828
558,Rye Beer,12.5,2710,Other,"['rye', 'aged', 'rye', 'whiskey', 'barrel', 'cherry', 'added', 'adjunct', 'sugar', 'nutmeg', 'orange', 'peel', 'cinnamon', 'finished', 'product', 'underlying', 'sweetness', 'dance', 'spicy', 'herbal', 'truly', 'reconstructing', 'original']",6,2020,6.0,0.2052
559,Cider - Other Fruit,4.0,455,Cider,"['fruity', 'delight', 'sharp', 'bite', 'raspberry', 'perry', 'blended', 'raspberry', 'juice', 'make', 'refreshing', 'drink', 'whether', 'rain', 'shine']",2,2015,3.0,0.1927
560,Sour - Other,3.5,308,Sour,"['tart', 'azacca']",10,2016,1.0,0.1795
561,IPA - Triple,12.0,221,IPA,"['yeah', 'get', 'digit']",8,2017,2.0,0.1795
562,Porter - English,7.1,367,Porter,"['pours', 'black', 'tight', 'tancoloured', 'head', 'beautiful', 'complex', 'vanilla', 'caramel', 'crème', 'brulée', 'toasty', 'subtle', 'spice', 'fullbodied', 'rich', 'creamy', 'intense', 'chocolate', 'vanilla', 'caramel', 'background', 'coffee', 'sugar', 'oak', 'contributes', 'gorgeous', 'silky', 'texture', 'vanilla', 'balance', 'beautifully', 'chocolatey']",11,2015,6.0,0.2932
563,Scottish Export Ale,4.43,155,Other,"['focused', 'copper', 'rich', 'toasty', 'caramel', 'undertone', 'fruity', 'ester', 'level', 'depth', 'scottish', 'export', 'delicious', 'head', 'nod', 'st', 'combat', 'aviation', 'regiment']",10,2017,4.0,0.2544
564,Stout - Pastry,8.6,311,Stout,"['pastry', 'coconut', 'almond', 'cocoa', 'nib', 'lactose']",10,2019,6.0,0.256
565,IPA - Triple New England,10.5,2796,IPA,"['oat', 'lactose', 'pummeled', 'hand', 'selected', 'pineapple', 'forward', 'simcoe', 'simcoe', 'cryo']",8,2018,1.0,0.2204
566,IPA - New England,6.6,199,IPA,"['taken', 'favourite', 'recipe', 'given', 'little', 'boost', 'ddh', 'day', 'wave', 'ampedup', 'version', 'day', 'wave', 'double', 'dryhopped', 'lactose', 'addition', 'make', 'extra', 'smooth', 'lush', 'colour', 'beautiful', 'bright', 'shade', 'orange', 'substantial', 'haze', 'huge', 'dry', 'citra', 'amarillo', 'cashmere', 'make', 'tropical', 'absolutely', 'jump', 'drop', 'addition', 'lactose', 'give', 'version', 'soft', 'creamy', 'mouthfeel', 'complemented', 'soft', 'carbonation', 'intense', 'tropical', 'fruit', 'mango', 'lychee', 'papaya', 'dominate', 'linger', 'beautifully', 'back', 'palate', 'smooth', 'easy', 'drink', 'definitely', 'enough']",6,2020,1.0,0.3374
567,Wheat Beer - American Pale Wheat,5.4,19585,Wheat Beer,"['jungle', 'boogie', 'wheat', 'enough', 'complex', 'balance', 'fruity', 'rooibos', 'tea']",10,2014,5.0,0.2184
568,IPA - English,5.0,32656,IPA,"['least', 'every', 'pack', 'agent', 'chaos', 'created', 'complex', 'layer', 'blended', 'well', 'balanced', 'delivers', 'satisfaction', 'every', 'time', 'golden', 'glass', 'fruity', 'nose', 'cedar', 'joker', 'bittersweet', 'full', 'sure', 'put', 'smile', 'face']",6,2010,4.0,0.2423
569,Lager - Euro Pale,5.0,235,Lager,"['tesco', 'plato']",12,2011,1.0,0.1795
570,Porter - Other,6.0,1231,Porter,"['choc', 'vanilla', 'coffee', 'lactose', 'gab']",4,2017,6.0,0.2424
571,Pale Ale - American,5.2,2654,Pale Ale,"['single', 'bittered', 'flavored', 'dryhopped', 'exclusively', 'simcoe']",4,2011,1.0,0.2202
572,IPA - American,6.3,1991,IPA,"['excited', 'work', 'time', 'stratum', 'better', 'way', 'properly', 'get', 'know', 'single', 'job', 'giving', 'room', 'world', 'shine', 'reckoner', 'work', 'usual', 'base', 'mari', 'oat', 'wheat', 'added', 'touch', 'carapils', 'focus', 'energy', 'harnessing', 'big', 'belter', 'cone', 'added', 'light', 'touch', 'bitterness', 'whirlpool', 'process', 'fermented', 'london', 'iii', 'gave', 'banger', 'double', 'dry', 'addition', 'stratum', 'equal', 'proportion', 'gl', 'building', 'final', 'gl', 'total', 'great', 'showcase', 'exciting', 'nose', 'heavy', 'sticky', 'pineapple', 'passionfruit', 'white', 'grape', 'delivers', 'added', 'dank', 'heft', 'big', 'sweetness', 'light', 'noble', 'spice', 'bloody', 'great']",9,2020,1.0,0.3065
573,Lager - Winter,7.1,258,Lager,"['dark', 'winter', 'small', 'batch', 'scullery', 'alewife', 'taproom', 'rich', 'dark', 'chocolate', 'subtle', 'seasonal', 'spice']",11,2018,6.0,0.2275
574,Porter - Other,10.0,520,Porter,"['took', 'salted', 'pb', 'cup', 'porter', 'clusternutter', 'amped', 'aged', 'bourbon', 'barrel', 'pure', 'vanilla', 'hail', 'king', 'baby']",5,2019,6.0,0.2083
575,Cream Ale,5.1,190,Other,"['freshing', 'cream', 'vanilla', 'rhubarb', 'imagine', 'boiled', 'sweet', 'treat', 'childhood', 'turned', 'sweet', 'dry']",2,2017,6.0,0.2043
576,Barleywine - Other,13.0,390,Barleywine,"['k', 'aged', 'woodford', 'reserve', 'bourbon', 'barrel', 'previous', 'held', 'local', 'pa', 'maple', 'syrup', 'friend', 'howles', 'maple', 'farm']",1,2020,3.0,0.2479
577,Burton Ale,10.3,156,Other,"['version', 'available', 'keg', 'ml', 'large', 'came', 'prominence', 'th', 'century', 'many', 'county', 'estate', 'land', 'owner', 'worker', 'strong', 'stock', 'autumn', 'laid', 'wood', 'mature']",2,2019,3.0,0.2305
578,Sour - Fruited,7.2,475,Sour,"['juicy', 'tangy', 'cherry', 'blackberry', 'topped', 'vanila', 'honey', 'cinnamon']",6,2020,3.0,0.1954
579,Pale Ale - English,5.4,441,Pale Ale,"['englishstyle', 'hazy']",11,2018,1.0,0.1795
580,Winter Ale,5.0,259,Other,"['classic', 'christmas', 'rich', 'warm', 'satisfying', 'red', 'plum', 'three', 'type', 'crystal', 'added', 'barley', 'rye', 'wheat', 'give', 'distinctive', 'unique', 'sweet', 'biscuity', 'slight', 'red', 'hue', 'making', 'appealing', 'eye', 'well', 'palate', 'subtle', 'spicy', 'make', 'sit', 'savour', 'festive', 'period', 'time', 'deserve', 'something', 'special']",12,2011,4.0,0.268
581,Smoked Beer,10.0,178,Other,"['smoked', 'rye', 'porter', 'aged', 'rye', 'whiskey', 'barrel']",3,2013,3.0,0.23
582,IPA - Red,5.8,18963,IPA,"['west', 'coast', 'bright', 'red', 'burnt', 'raisin', 'cracker', 'balanced', 'citrus', 'liquid', 'mistress', 'femme', 'fatale', 'mysterious', 'seductive', 'disarming', 'draw', 'charm', 'drinker', 'full', 'red', 'colour', 'soon', 'desire', 'biscuitandburntraisin', 'base', 'peach', 'grapefruit', 'spark', 'devious', 'hit', 'steal', 'breath']",2,2013,4.0,0.206
583,Barleywine - English,10.0,3312,Barleywine,"['olde', 'hickory', 'talent', 'barleywine', 'barrelaged', 'omega', 'point', 'culmination', 'experience', 'gained', 'business', 'blended', 'awardwinning', 'barleywine', 'aging', 'long', 'seven', 'variety', 'bourbon', 'barrel', 'result', 'complex', 'intense', 'treat', 'sens']",10,2015,3.0,0.2613
584,California Common,3.5,500,Other,"['weaker', 'version', 'conform', 'swedish', 'rule']",10,2015,2.0,0.1939
585,Stout - Milk / Sweet,6.5,1652,Stout,"['originally', 'pesky', 'punk', 'brewdog', 'leeds', 'create', 'th', 'birthday', 'leeds', 'institution', 'bar', 'added', 'mass', 'blueberry', 'already', 'decadent', 'milk', 'came']",2,2018,2.0,0.2581
586,Barleywine - Other,14.0,224,Barleywine,"['belgian', 'barleywine', 'aged', 'bourbon', 'barrel']",7,2018,3.0,0.2242
587,Stout - Russian Imperial,10.7,14394,Stout,"['ich', 'dark', 'special', 'delivers', 'roasted', 'dark', 'chocolate', 'slightly', 'fruity', 'acidity', 'sovereign', 'centennial', 'meanwhile', 'bring', 'floral', 'enhanced', 'dried', 'rose', 'bud', 'turkish', 'delight', 'taste', 'liquorice', 'ahead', 'lasting', 'fairly', 'high', 'bitterness']",11,2013,6.0,0.2525
588,Stout - Other,6.6,826,Stout,['ye'],9,2014,3.0,0.183
589,IPA - Imperial / Double,8.0,2559,IPA,"['curiosity', 'continues', 'intensely', 'kettle', 'dry', 'hopped', 'double', 'primarily', 'featuring', 'amarillo', 'base', 'twenty', 'seven', 'straightforward', 'allow', 'unique', 'intriguing', 'characteristic', 'amarillo', 'shine', 'experience', 'grapefruit', 'flesh', 'tangerine', 'peach', 'evokes', 'memory', 'yeast', 'provides', 'familiar', 'intermingles', 'beautifully', 'precious', 'distinctive', 'despite', 'focused', 'intense', 'curiosity', 'drink', 'softly', 'dangerous', 'beautiful']",2,2016,1.0,0.2917
590,Extra Special / Strong Bitter,5.7,189,Other,"['arvid', 'norqvist', 'fuller', 'friend', 'series']",12,2019,5.0,0.2061
591,Sour - Fruited,5.0,941,Sour,"['sour', 'exotic', 'fruit', 'touch', 'lactose', 'cool', 'mind', 'whisk', 'tropical', 'place', 'like', 'see', 'fancy', 'lifestyle', 'advert', 'shampoo', 'posh', 'ice', 'cream', 'something']",6,2020,2.0,0.1973
